sequence,run_priority,chapter,query,scope_naid,scope_label,scout_search_url,catalog_search_url,existing_file_unit_leads_in_chapter,high_priority_file_unit_leads_in_chapter,chapter_readiness_band,chapter_readiness_score,top_chapter_risk,target_record_types,why_run_this_query,dedupe_note,harvester_command,capture_result_count,capture_top_naids,capture_item_level_hits,capture_child_item_urls,capture_dates_or_date_spans,capture_source_paths,capture_candidates_promoted,capture_context_only_leads,disposition,compiler_notes
264,High,Cooperative Threat Reduction and HEU Agreement,Belarus nuclear weapons,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Belarus%20nuclear%20weapons,https://catalog.archives.gov/search?q=Belarus%20nuclear%20weapons&collectionIdentifier=WJC*,2,0,Archive-pull ready,52,High: Move CTR/HEU beyond public summit statements,CTR implementation memorandum; DOE/USEC/Minatom file; Ukraine denuclearization record; leader memcon,"chapter has 2 unresolved file-unit leads; scorecard band is Archive-pull ready; top chapter risk: Move CTR/HEU beyond public summit statements; query targets Belarus, nuclear, weapons",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
265,High,Cooperative Threat Reduction and HEU Agreement,Cooperative Threat Reduction,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Cooperative%20Threat%20Reduction,https://catalog.archives.gov/search?q=Cooperative%20Threat%20Reduction&collectionIdentifier=WJC*,2,0,Archive-pull ready,52,High: Move CTR/HEU beyond public summit statements,CTR implementation memorandum; DOE/USEC/Minatom file; Ukraine denuclearization record; leader memcon,"chapter has 2 unresolved file-unit leads; scorecard band is Archive-pull ready; top chapter risk: Move CTR/HEU beyond public summit statements; query targets Cooperative, Threat, Reduction",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
266,High,Cooperative Threat Reduction and HEU Agreement,HEU Agreement,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=HEU%20Agreement,https://catalog.archives.gov/search?q=HEU%20Agreement&collectionIdentifier=WJC*,2,0,Archive-pull ready,52,High: Move CTR/HEU beyond public summit statements,CTR implementation memorandum; DOE/USEC/Minatom file; Ukraine denuclearization record; leader memcon,chapter has 2 unresolved file-unit leads; scorecard band is Archive-pull ready; top chapter risk: Move CTR/HEU beyond public summit statements; query targets Agreement,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
267,High,Cooperative Threat Reduction and HEU Agreement,HEU transparency,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=HEU%20transparency,https://catalog.archives.gov/search?q=HEU%20transparency&collectionIdentifier=WJC*,2,0,Archive-pull ready,52,High: Move CTR/HEU beyond public summit statements,CTR implementation memorandum; DOE/USEC/Minatom file; Ukraine denuclearization record; leader memcon,chapter has 2 unresolved file-unit leads; scorecard band is Archive-pull ready; top chapter risk: Move CTR/HEU beyond public summit statements; query targets transparency,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
268,High,Cooperative Threat Reduction and HEU Agreement,Highly Enriched Uranium,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Highly%20Enriched%20Uranium,https://catalog.archives.gov/search?q=Highly%20Enriched%20Uranium&collectionIdentifier=WJC*,2,0,Archive-pull ready,52,High: Move CTR/HEU beyond public summit statements,CTR implementation memorandum; DOE/USEC/Minatom file; Ukraine denuclearization record; leader memcon,"chapter has 2 unresolved file-unit leads; scorecard band is Archive-pull ready; top chapter risk: Move CTR/HEU beyond public summit statements; query targets Highly, Enriched, Uranium",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
269,High,Cooperative Threat Reduction and HEU Agreement,Kazakhstan nuclear weapons,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Kazakhstan%20nuclear%20weapons,https://catalog.archives.gov/search?q=Kazakhstan%20nuclear%20weapons&collectionIdentifier=WJC*,2,0,Archive-pull ready,52,High: Move CTR/HEU beyond public summit statements,CTR implementation memorandum; DOE/USEC/Minatom file; Ukraine denuclearization record; leader memcon,"chapter has 2 unresolved file-unit leads; scorecard band is Archive-pull ready; top chapter risk: Move CTR/HEU beyond public summit statements; query targets Kazakhstan, nuclear, weapons",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
270,High,Cooperative Threat Reduction and HEU Agreement,Megatons to Megawatts,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Megatons%20to%20Megawatts,https://catalog.archives.gov/search?q=Megatons%20to%20Megawatts&collectionIdentifier=WJC*,2,0,Archive-pull ready,52,High: Move CTR/HEU beyond public summit statements,CTR implementation memorandum; DOE/USEC/Minatom file; Ukraine denuclearization record; leader memcon,"chapter has 2 unresolved file-unit leads; scorecard band is Archive-pull ready; top chapter risk: Move CTR/HEU beyond public summit statements; query targets Megatons, Megawatts",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
271,High,Cooperative Threat Reduction and HEU Agreement,Minatom,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Minatom,https://catalog.archives.gov/search?q=Minatom&collectionIdentifier=WJC*,2,0,Archive-pull ready,52,High: Move CTR/HEU beyond public summit statements,CTR implementation memorandum; DOE/USEC/Minatom file; Ukraine denuclearization record; leader memcon,chapter has 2 unresolved file-unit leads; scorecard band is Archive-pull ready; top chapter risk: Move CTR/HEU beyond public summit statements; query targets Minatom,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
272,High,Cooperative Threat Reduction and HEU Agreement,nuclear materials security,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=nuclear%20materials%20security,https://catalog.archives.gov/search?q=nuclear%20materials%20security&collectionIdentifier=WJC*,2,0,Archive-pull ready,52,High: Move CTR/HEU beyond public summit statements,CTR implementation memorandum; DOE/USEC/Minatom file; Ukraine denuclearization record; leader memcon,"chapter has 2 unresolved file-unit leads; scorecard band is Archive-pull ready; top chapter risk: Move CTR/HEU beyond public summit statements; query targets nuclear, materials, security",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
273,High,Cooperative Threat Reduction and HEU Agreement,Nunn-Lugar,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Nunn-Lugar,https://catalog.archives.gov/search?q=Nunn-Lugar&collectionIdentifier=WJC*,2,0,Archive-pull ready,52,High: Move CTR/HEU beyond public summit statements,CTR implementation memorandum; DOE/USEC/Minatom file; Ukraine denuclearization record; leader memcon,chapter has 2 unresolved file-unit leads; scorecard band is Archive-pull ready; top chapter risk: Move CTR/HEU beyond public summit statements; query targets Nunn-Lugar,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
274,High,Cooperative Threat Reduction and HEU Agreement,P-8 Nuclear Safety,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=P-8%20Nuclear%20Safety,https://catalog.archives.gov/search?q=P-8%20Nuclear%20Safety&collectionIdentifier=WJC*,2,0,Archive-pull ready,52,High: Move CTR/HEU beyond public summit statements,CTR implementation memorandum; DOE/USEC/Minatom file; Ukraine denuclearization record; leader memcon,"chapter has 2 unresolved file-unit leads; scorecard band is Archive-pull ready; top chapter risk: Move CTR/HEU beyond public summit statements; query targets Nuclear, Safety",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
275,High,Cooperative Threat Reduction and HEU Agreement,Ukraine denuclearization,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Ukraine%20denuclearization,https://catalog.archives.gov/search?q=Ukraine%20denuclearization&collectionIdentifier=WJC*,2,0,Archive-pull ready,52,High: Move CTR/HEU beyond public summit statements,CTR implementation memorandum; DOE/USEC/Minatom file; Ukraine denuclearization record; leader memcon,"chapter has 2 unresolved file-unit leads; scorecard band is Archive-pull ready; top chapter risk: Move CTR/HEU beyond public summit statements; query targets Ukraine, denuclearization",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
276,High,Cooperative Threat Reduction and HEU Agreement,Ukraine warheads,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=Ukraine%20warheads,https://catalog.archives.gov/search?q=Ukraine%20warheads&collectionIdentifier=WJC*,2,0,Archive-pull ready,52,High: Move CTR/HEU beyond public summit statements,CTR implementation memorandum; DOE/USEC/Minatom file; Ukraine denuclearization record; leader memcon,"chapter has 2 unresolved file-unit leads; scorecard band is Archive-pull ready; top chapter risk: Move CTR/HEU beyond public summit statements; query targets Ukraine, warheads",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
277,High,Cooperative Threat Reduction and HEU Agreement,USEC,7585685,Daniel Poneman's Files,https://therealjameswilson.github.io/nara-scout/?q=USEC,https://catalog.archives.gov/search?q=USEC&collectionIdentifier=WJC*,2,0,Archive-pull ready,52,High: Move CTR/HEU beyond public summit statements,CTR implementation memorandum; DOE/USEC/Minatom file; Ukraine denuclearization record; leader memcon,chapter has 2 unresolved file-unit leads; scorecard band is Archive-pull ready; top chapter risk: Move CTR/HEU beyond public summit statements; query targets USEC,One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
278,High,Cooperative Threat Reduction and HEU Agreement,Belarus nuclear weapons,7585686,Gary Samore's Files,https://therealjameswilson.github.io/nara-scout/?q=Belarus%20nuclear%20weapons,https://catalog.archives.gov/search?q=Belarus%20nuclear%20weapons&collectionIdentifier=WJC*,2,0,Archive-pull ready,52,High: Move CTR/HEU beyond public summit statements,CTR implementation memorandum; DOE/USEC/Minatom file; Ukraine denuclearization record; leader memcon,"chapter has 2 unresolved file-unit leads; scorecard band is Archive-pull ready; top chapter risk: Move CTR/HEU beyond public summit statements; query targets Belarus, nuclear, weapons",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
279,High,Cooperative Threat Reduction and HEU Agreement,Cooperative Threat Reduction,7585686,Gary Samore's Files,https://therealjameswilson.github.io/nara-scout/?q=Cooperative%20Threat%20Reduction,https://catalog.archives.gov/search?q=Cooperative%20Threat%20Reduction&collectionIdentifier=WJC*,2,0,Archive-pull ready,52,High: Move CTR/HEU beyond public summit statements,CTR implementation memorandum; DOE/USEC/Minatom file; Ukraine denuclearization record; leader memcon,"chapter has 2 unresolved file-unit leads; scorecard band is Archive-pull ready; top chapter risk: Move CTR/HEU beyond public summit statements; query targets Cooperative, Threat, Reduction",One row per query/scope pair from the harvester; capture result counts here before promoting records into the file-unit resolver or selection worksheet.,NARA_SCOUT_API_KEY=... node scripts/harvest-nara-scout-documents.js --limit=18 --per-chapter=12,,,,,,,,,,
